"Element","Area","Type","Control System Name","Area2","Component Name","Component Comments","Slc Name","Symbols Upload Id","Ltu Upload Id","First Sourced From","Active","Filename","Sector","Sector Location","Undulator Cell","Keyword","Barcode","Engineering Name","SumL (m)","SumL (ft)","Linac Z (m)","Linac Z (ft)","Ltu SumL (m)","Ltu SumL (ft)","Ltu Linac Z (m)","Ltu Linac Z (ft)","Local Area Drawing","Irmis Ioc Names","Element Comment","Sections","Begin Dbmark","Begin SumL (m)","End Dbmark","End SumL (m)","Bsa Device","Obstruction","Effective Length (m)","Rf Frequency (MHz)","Rf Amplitude (MeV)","Rf Phase (deg)","Rf Gradient (MeV/m)","Rf Power Fraction","Z Length (m)","Fringe Field Integral","Integrated Field BL (kG-m)","Field B (T)","Integrated Field Grad GL (kG)","Field Gradient G (T/m)","Xal Scale Name","Xal Scale Value","Xal Polarity","Magnet X Coor (m)","Magnet Y Coor (m)","Magnet Z Coor (m)","Magnet X Angle (rad)","Magnet Y Angle (rad)","Magnet Z Angle (rad)","Solenoid Strength KS (1/m)","Undulator Period Length (m)","Undulator Strength K","X Size (m)","Y Size (m)","Section","Dist From Section Start (m)","Xal Keyword","S Display","Ltu Rf Frequency (MHz)","Ltu Rf Amplitude (MeV)","Ltu Rf Phase (deg)","Ltu Rf Gradient (MeV/m)","Ltu Rf Power Fraction","Ltu Z Length (m)","Ltu Fringe Field Integral","Ltu Integrated Field BL (kG-m)","Ltu Field B (T)","Ltu Integrated Field Grad GL (kG)","Ltu Field Gradient G (T/m)","Ltu Xal Scale Name","Ltu Xal Scale Value","Ltu Xal Polarity","Ltu Magnet X Coor","Ltu Magnet Y Coor","Ltu Magnet Z Coor","Ltu Magnet X Angle","Ltu Magnet Y Angle","Ltu Magnet Z Angle","Ltu Solenoid Strength Ks","Ltu Undulator Period Length","Ltu Undulator Strength K","Ltu X Size","Ltu Y Size","Ltu Section","Ltu Dist From Section Start","Ltu Xal Keyword","Ltu S Display","Ioc Captar Search","Slc Captar Search","Operation Status","Op Status Date","Beampath"
"CMB01","L0B","MAD","BPMS:L0B:0183","L0B","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","BPM","","CRYO F1.3-19","13.839417","45.404911","3.79475","12.449967","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","13.839417","BPM","3.79475","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:L0B%25","BPMS:%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"QCM01","L0B","MAD","QUAD:L0B:0185","L0B","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","QUAD","4135Q","CRYO SPQA127","14.103857","46.272497","4.05919","13.317552","","","","","","","","	- NO SECTION -","","","","","N","N",".23","","","","","","","","","","0","0","KG2T_GDL2G",".434782608696","-1","","","","","","","","","","","","CATHODE TO DIAG0","14.103857","QUAD","4.05919","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:L0B%25","QUAD:%25","Commissioned, Online","08/12/2021","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"XCM01","L0B","MAD","XCOR:L0B:0185","L0B","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","XCOR","4135X","CRYO F1.3-19","14.103857","46.272497","4.05919","13.317552","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","14.103857","XCOR","4.05919","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:L0B%25","XCOR:%25","Commissioned, Online","08/12/2021","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"YCM01","L0B","MAD","YCOR:L0B:0185","L0B","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","YCOR","4135Y","CRYO F1.3-19","14.103857","46.272497","4.05919","13.317552","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","14.103857","YCOR","4.05919","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:L0B%25","YCOR:%25","Commissioned, Online","08/12/2021","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"BEGHTR","HTR","MAD","","","","","","289","","SYMBOLS","A","AD_ACCEL","","","","INST","","","17.924667","58.807963","7.88","25.853018","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","17.924667","MARK","7.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","%25","%25","","",""
"ENDL0B","L0B","MAD","","","","","","289","","SYMBOLS","A","AD_ACCEL","","","","INST","","","17.924667","58.807963","7.88","25.853018","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","17.924667","MARK","7.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","%25","%25","","",""
"VVL0BD","L0B","MAD","","L0B","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","INST","","GATE VALVE","17.924667","58.807963","7.88","25.853018","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","17.924667","INST","7.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","%25","%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"RFB0H00","*HTR","MAD","BPMS:HTR:102","*HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","BPM","","CAVITYS-1","18.174867","59.628829","8.1302","26.673885","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","18.174867","BPM","8.1302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:HTR%25","BPMS:%25","Not Installed","09/16/2022",""
"PC0H00","HTR","MAD","COLL:HTR:103","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","PC","","TUNGSTEN","18.260867","59.910981","8.2162","26.956037","","","","","","","","	- NO SECTION -","","","","","N","N",".06","","","","","","","","","","","","","","","","","","","","","","","",".012",".012","CATHODE TO DIAG0","18.260867","ECOL","8.2162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COLL:HTR%25","COLL:%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"BPM0H01","HTR","MAD","BPMS:HTR:120","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","BPM","","STRIPLINE-12","18.645042","61.171398","8.600375","28.216453","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","18.645042","BPM","8.600375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:HTR%25","BPMS:%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"Q0H01","HTR","MAD","QUAD:HTR:120","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","QUAD","4045","2Q4","18.645042","61.171398","8.600375","28.216453","","","","","","","","	- NO SECTION -","","","","","N","N",".1244","","","","","","","","","","-2.43696614395","1.95897599996","KG2T_GDL2G",".8038585209","1","","","","","","","","","","","","CATHODE TO DIAG0","18.645042","QUAD","8.600375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:HTR%25","QUAD:%25","Commissioned, Online","08/12/2021","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"YC0H01","HTR","MAD","YCOR:HTR:129","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","YCOR","4610","CLASS-6","18.921191","62.077398","8.876524","29.122454","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","18.921191","YCOR","8.876524","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:HTR%25","YCOR:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"Q0H02","HTR","MAD","QUAD:HTR:140","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","QUAD","4044","2Q4","19.19734","62.983399","9.152673","30.028455","","","","","","","","	- NO SECTION -","","","","","N","N",".1244","","","","","","","","","","2.365828488389","-1.90179138938","KG2T_GDL2G",".8038585209","-1","","","","","","","","","","","","CATHODE TO DIAG0","19.19734","QUAD","9.152673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:HTR%25","QUAD:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"XC0H01","HTR","MAD","XCOR:HTR:148","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","XCOR","4611","CLASS-6","19.464446","63.859731","9.419779","30.904787","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","19.464446","XCOR","9.419779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:HTR%25","XCOR:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"XC0H03","HTR","MAD","XCOR:HTR:288","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","XCOR","4612","CLASS-6","23.233849","76.226539","13.189182","43.271594","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","23.233849","XCOR","13.189182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:HTR%25","XCOR:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"Q0H03","HTR","MAD","QUAD:HTR:300","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","QUAD","4052","2Q4","23.500955","77.102871","13.456288","44.147927","","","","","","","","	- NO SECTION -","","","","","N","N",".1244","","","","","","","","","","-.353932304857",".284511499082","KG2T_GDL2G",".8038585209","1","","","","","","","","","","","","CATHODE TO DIAG0","23.500955","QUAD","13.456288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:HTR%25","QUAD:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"YC0H03","HTR","MAD","YCOR:HTR:309","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","YCOR","4613","CLASS-6","23.768061","77.979203","13.723394","45.024259","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","23.768061","YCOR","13.723394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:HTR%25","YCOR:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"BPM0H04","HTR","MAD","BPMS:HTR:320","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","BPM","","STRIPLINE-12","24.035167","78.855535","13.9905","45.900591","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","24.035167","BPM","13.9905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:HTR%25","BPMS:%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"Q0H04","HTR","MAD","QUAD:HTR:320","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","QUAD","4049","2Q4","24.035167","78.855535","13.9905","45.900591","","","","","","","","	- NO SECTION -","","","","","N","N",".1244","","","","","","","","","","-1.276613355972","1.026216524093","KG2T_GDL2G",".8038585209","1","","","","","","","","","","","","CATHODE TO DIAG0","24.035167","QUAD","13.9905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:HTR%25","QUAD:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"RFB0H04","*HTR","MAD","BPMS:HTR:325","*HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","BPM","","CAVITYS-1","24.312167","79.764327","14.2675","46.809383","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","24.312167","BPM","14.2675","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:HTR%25","BPMS:%25","Not Installed","09/16/2022",""
"OTR0H04","HTR","MAD","OTRS:HTR:330","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","PROF","","OTR","24.345467","79.873579","14.3008","46.918635","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","24.345467","PROF","14.3008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OTRS:HTR%25","OTRS:%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"OTR0H04_YAG","HTR","MAD","","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","PROF","","YAG","24.345467","79.873579","14.3008","46.918635","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","24.345467","PROF","14.3008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","%25","%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"WS0H04","HTR","MAD","WIRE:HTR:340","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","WIRE","","FAST","24.589167","80.67312","14.5445","47.718176","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","24.589167","WIRE","14.5445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WIRE:HTR%25","WIRE:%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"BZ0H04","HTR","MAD","BLEN:HTR:350","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","BLMO","","GAP/DIODE","24.838367","81.490705","14.7937","48.535761","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","24.838367","BLMO","14.7937","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BLEN:HTR%25","BLEN:%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"BPM0H05","HTR","MAD","BPMS:HTR:365","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","BPM","","STRIPLINE-12","25.257467","82.865705","15.2128","49.910761","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","25.257467","BPM","15.2128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:HTR%25","BPMS:%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"Q0H05","HTR","MAD","QUAD:HTR:365","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","QUAD","4053","2Q4","25.257467","82.865705","15.2128","49.910761","","","","","","","","	- NO SECTION -","","","","","N","N",".1244","","","","","","","","","","-2.619216871846","2.105479800519","KG2T_GDL2G",".8038585209","1","","","","","","","","","","","","CATHODE TO DIAG0","25.257467","QUAD","15.2128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:HTR%25","QUAD:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"YC0H05","HTR","MAD","YCOR:HTR:377","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","YCOR","4614","CLASS-6","25.524573","83.742037","15.479906","50.787093","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","25.524573","YCOR","15.479906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:HTR%25","YCOR:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"Q0H06","HTR","MAD","QUAD:HTR:385","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","QUAD","4048","2Q4","25.791679","84.618369","15.747012","51.663425","","","","","","","","	- NO SECTION -","","","","","N","N",".1244","","","","","","","","","",".541626311666","-.435390925777","KG2T_GDL2G",".8038585209","-1","","","","","","","","","","","","CATHODE TO DIAG0","25.791679","QUAD","15.747012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:HTR%25","QUAD:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"XC0H05","HTR","MAD","XCOR:HTR:396","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","XCOR","4615","CLASS-6","26.058785","85.494701","16.014118","52.539757","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","26.058785","XCOR","16.014118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:HTR%25","XCOR:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"XC0H07","HTR","MAD","XCOR:HTR:428","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","XCOR","4616","CLASS-6","27.015049","88.632051","16.970382","55.677106","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","27.015049","XCOR","16.970382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:HTR%25","XCOR:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"Q0H07","HTR","MAD","QUAD:HTR:440","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","QUAD","4043","2Q4","27.282155","89.508383","17.237488","56.553438","","","","","","","","	- NO SECTION -","","","","","N","N",".1244","","","","","","","","","","2.940834932711","-2.364015219221","KG2T_GDL2G",".8038585209","-1","","","","","","","","","","","","CATHODE TO DIAG0","27.282155","QUAD","17.237488","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:HTR%25","QUAD:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"YC0H07","HTR","MAD","YCOR:HTR:451","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","YCOR","4617","CLASS-6","27.549261","90.384715","17.504594","57.42977","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","27.549261","YCOR","17.504594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:HTR%25","YCOR:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"BPM0H08","HTR","MAD","BPMS:HTR:460","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","BPM","","STRIPLINE-12","27.816367","91.261047","17.7717","58.306102","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","27.816367","BPM","17.7717","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:HTR%25","BPMS:%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"Q0H08","HTR","MAD","QUAD:HTR:460","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","QUAD","4041","2Q4","27.816367","91.261047","17.7717","58.306102","","","","","","","","	- NO SECTION -","","","","","N","N",".1244","","","","","","","","","","-3.097173685588","2.489689457868","KG2T_GDL2G",".8038585209","1","","","","","","","","","","","","CATHODE TO DIAG0","27.816367","QUAD","17.7717","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:HTR%25","QUAD:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"RFB0H08","*HTR","MAD","BMPS:HTR:475","*HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","BPM","","CAVITYS-1","28.071967","92.099629","18.0273","59.144685","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","28.071967","BPM","18.0273","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BMPS:HTR%25","BMPS:%25","Not Installed","",""
"BCXH1","HTR","MAD","BEND:HTR:480","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","BEND","4517","5D3.9","28.30946827","92.878833","18.2648","59.923885","","","","","","","","	- NO SECTION -","","","","","N","N",".12441","","","","","",".124399860453",".3887",".066386133919","-.053360769969","0","0","KG2T_BDL2B",".803793907242","-1","18.2648",".279312","-.99","0","0","0","","","","","","CATHODE TO DIAG0","28.30946827","XBEND","18.2648","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BEND:HTR%25","BEND:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"BPMH1","HTR","MAD","BPMS:HTR:540","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","BPM","","STRIPLINE-8","29.90947642","98.128203","19.864423","65.171991","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","29.90947642","BPM","19.86442329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:HTR%25","BPMS:%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"BCXH2","HTR","MAD","BEND:HTR:600","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","BEND","4515","5D3.9","31.69961827","104.001372","21.654134","71.043747","","","","","","","","	- NO SECTION -","","","","","N","N",".12441","","","","","",".124399860453",".3887","-.066386133919",".053360769969","0","0","KG2T_BDL2B",".803793907242","1","21.654134",".205725","-.99","0","0","0","","","","","","CATHODE TO DIAG0","31.69961827","XBEND","21.65413379","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BEND:HTR%25","BEND:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"CEHTR","HTR","MAD","COLL:HTR:615","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","COLL","","HCOLL","31.95443354","104.83738","21.908948","71.879751","","","","","","","","	- NO SECTION -","","","","","N","N",".06","","","","","","","","","","","","","","","","","","","","","","","",".006","0","CATHODE TO DIAG0","31.95443354","COLL","21.90894779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COLL:HTR%25","COLL:%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"YAGH1","HTR","MAD","YAGS:HTR:625","HTR","","","","289","","SYMBOLS","A","AD_ACCEL","S01","","","PROF","","YAG INJ","32.25288354","105.816547","22.207398","72.858917","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","32.25288354","PROF","22.20739779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YAGS:HTR%25","YAGS:%25","","","SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
